"Time","Volume Average 1 Monitor: Volume Average 1 Monitor (/s)"
0.0025,0.00950521007780592
0.0125,0.01012513750058937
0.0225,0.01041936216802367
0.032499999999999994,0.01066230188559353
0.0425,0.010871747466431483
0.05250000000000001,0.011060303719415993
0.06250000000000001,0.011233898044004889
0.07500000000000002,0.011435596023428002
0.08500000000000003,0.01158808369969583
0.09500000000000004,0.011734316776888708
0.10500000000000005,0.011875618190485967
0.11500000000000006,0.012012938343364582
0.12500000000000006,0.012146819978544601
0.13750000000000007,0.012310217913331109
0.14750000000000008,0.01243842122288129
0.15750000000000008,0.012564746447617566
0.1675000000000001,0.012689540874240582
0.1775000000000001,0.012812888886756784
0.1875000000000001,0.012935052174394425
0.20000000000000012,0.013086518372314159
0.21000000000000013,0.013206830789249573
0.22000000000000014,0.01332648413096565
0.23000000000000015,0.0134456177176333
0.24000000000000016,0.013564210986159574
0.25000000000000017,0.013682252066769644
0.2625000000000002,0.01382915596742248
0.2725000000000002,0.013946199001298573
0.2825000000000002,0.014062751376961545
0.2925000000000002,0.014178773842406874
0.3025000000000002,0.01429439504189871
0.3125000000000002,0.014409529455717912
0.32250000000000023,0.014524216412452039
0.33500000000000024,0.014666904424468353
0.34500000000000025,0.014780589961625535
0.35500000000000026,0.014893864922109841
0.36500000000000027,0.015006810206266465
0.3750000000000003,0.015119309798341087
0.3850000000000003,0.015231382673189244
0.3975000000000003,0.015370808941955943
0.4075000000000003,0.015481867627019223
0.4175000000000003,0.015592515394996275
0.4275000000000003,0.015702785286994234
0.43750000000000033,0.015812575951447597
0.44750000000000034,0.015921863214874783
0.46000000000000035,0.016057879225997846
0.47000000000000036,0.016166208466207213
0.48000000000000037,0.01627410631341477
0.4900000000000004,0.01638159815144595
0.5000000000000003,0.016488629776839733
0.5100000000000001,0.016595211850963784
0.5224999999999999,0.016727830403083385
0.5324999999999996,0.01683348544310862
0.5424999999999994,0.0169387241539936
0.5524999999999992,0.017043538781675707
0.562499999999999,0.01714790874688847
0.5724999999999988,0.017251884048536895
0.5824999999999986,0.01735545435061025
0.5949999999999983,0.01748435984605964
0.6049999999999981,0.017587033869449802
0.6149999999999979,0.0176893467222448
0.6249999999999977,0.017791242017788183
0.6349999999999975,0.01789274374902393
0.6449999999999972,0.017993862555321486
0.657499999999997,0.01811970566965878
0.6674999999999968,0.018219932229732984
0.6774999999999965,0.01831978639656777
0.6874999999999963,0.0184192554413784
0.6974999999999961,0.0185183628005028
0.7074999999999959,0.018617119483750392
0.7199999999999956,0.018740027478635724
0.7299999999999954,0.01883794223216384
0.7399999999999952,0.018935555363216106
0.749999999999995,0.019032818959113757
0.7599999999999948,0.019129734609142576
0.7699999999999946,0.019226328267094136
0.7824999999999943,0.019346575267776514
0.7924999999999941,0.019442392787516555
0.8024999999999939,0.019537889385252565
0.8124999999999937,0.019633093394396197
0.8224999999999935,0.019728002617496646
0.8324999999999932,0.019822589431525213
0.842499999999993,0.019916848775534145
0.8549999999999928,0.020034217069547035
0.8649999999999926,0.020127749640744368
0.8749999999999923,0.020220980581269483
0.8849999999999921,0.020313897679601286
0.8949999999999919,0.020406497150582747
0.9049999999999917,0.020498799092611975
0.9174999999999914,0.0206137995419415
0.9274999999999912,0.020705446896747002
0.937499999999991,0.020796836983449148
